,MediaTek,First Financial,Gold (TWD)
2025-01-03,0.011111096490477701,0.0018314908601839708,-0.0031411001546268746
2025-01-06,0.04395607970871018,0.014625214888883686,-0.001205571142536499
2025-01-07,0.04561403352556215,-0.007207164209335981,0.0015361562765092707
2025-01-08,-0.013422857656241405,0.005444613379685714,0.0025897000265606707
2025-01-09,-0.020408050524536425,-0.003610086726630213,0.013270051893566004
2025-01-10,0.01736102789099636,-0.0036231666725431433,0.00646582656604533
2025-01-13,-0.05119447126040355,-0.005454586034098319,-0.0049460189032508595
2025-01-14,0.007194173677813831,0.00914078698790588,0.00023136679471158494
2025-01-15,0.014285665084939447,0.0,0.009942668968839552
2025-01-16,0.02816909714828597,0.00905798983231021,0.007692140650885859
2025-01-17,-0.020548004136490272,-0.007181357829833868,0.0006673325124466611
2025-01-20,0.010489585570109483,-0.001808307436652501,0.002040049502909147
2025-01-21,0.013840782138848207,0.00905798983231021,-0.014220563536195163
2025-01-22,0.0,-0.003590715162066771,0.01290450189733594
2025-02-03,0.023890810996019418,0.007207236964880348,0.0316234125504784
2025-02-04,-0.006666685840582165,-0.010733460476441414,0.01172233709941728
2025-02-05,0.0234899583191579,0.0054249953286305,0.0035031089060248988
2025-02-06,0.0,0.007194273863182277,-0.007543179287435198
2025-02-07,0.0,-0.0107143650308138,0.00316746345628216
2025-02-10,-0.029508239823747173,0.0,0.017380304047870165
2025-02-11,0.02027032935716533,-0.0018050433633151064,0.0005239082210537482
2025-02-12,-0.016556380708020013,0.0054249953286305,-0.003088954801232058
2025-02-13,0.023569050324610874,0.0017985503096245026,0.00741932107369947
2025-02-14,-0.009868408146528895,0.0,-0.02167110674944661
2025-02-17,0.026578066087228125,-0.0017953213338834928,0.0015391983887540484
2025-02-18,-0.006472510779989671,0.005395650928873286,0.017924996854024933
2025-02-19,0.0032573798798805065,-0.010733460476441414,-0.0037140963907846825
2025-02-20,-0.02597401848369496,-0.005424922309957392,0.007822692137767762
2025-02-21,0.006666685840582165,0.005454512617144136,-0.0024304970093900202
2025-02-24,0.023178748123911852,-0.001808307436652501,0.005952567357338401
2025-02-25,0.003236296453493548,-0.0036231666725431433,-0.01692596367832322
2025-02-26,0.006451631388208812,0.012727269523623796,0.00664875232316553
2025-02-27,-0.028846195296897803,-0.007181357829833868,-0.01236388641323416
2025-03-03,-0.02970301424676658,0.0054249953286305,0.00716286788898679
2025-03-04,0.0238095505267375,-0.0035971732439332715,0.00621987789724221
2025-03-05,0.0,-0.003610086726630213,-0.0009077663334978725
2025-03-06,-0.006644453289476493,0.0036231666725430323,0.0006381866162170624
2025-03-07,-0.020066946687680276,-0.005415130089945319,-0.0023556498187981
2025-03-10,-0.047781535380292284,0.0,-0.005652426098096908
2025-03-11,-0.007168479320231902,-0.0036297422531238466,0.008790673352072398
2025-03-12,0.018050547800278816,0.0018214826390603456,0.009062112705293002
2025-03-13,-0.014184348019526838,0.00909085436190682,0.01653723846141375
2025-03-14,0.007194173677813831,-0.005405373157002069,0.005311480728329876
2025-03-17,0.017857149330928968,-0.0018115833362715161,0.0005482474899003442
2025-03-18,0.035087731795502064,0.007259484506247693,0.012634213932388283
2025-03-19,-0.006779680554727552,-0.007207164209335981,0.0009554215374216746
2025-03-20,0.013651830132191956,0.005444613379685714,0.0020823265940010938
2025-03-21,-0.0033669705698319286,-0.007220173453260426,-0.007652357282392996
2025-03-24,0.0,0.0,-0.002062013664777318
2025-03-25,0.03040545116878479,0.0,0.004622649520244382
2025-03-26,-0.006557395872395899,0.0018181708723814527,0.00010297465899200553
2025-03-27,-0.019802037415601825,0.007259484506247693,0.014333732484452133
2025-03-28,-0.013467967724590135,-0.010810746314004027,0.00929224552509389
2025-03-31,-0.05119447126040355,-0.014571934663163977,0.015662970384243913
2025-04-01,0.050359672169876246,0.007393670641753669,-0.0023186934244907587
2025-04-02,-0.01712329332622886,-0.005504554121113947,0.0085220870344338
2025-04-07,-0.09756099070627078,-0.09963099108667395,-0.06804570205376148
2025-04-08,-0.02702705615670009,0.05532778288633233,0.008862041615603111
2025-04-09,-0.05952383230194647,-0.05242710727752309,0.01434652992128127
2025-04-10,0.09704643157417281,0.07581971062091242,0.03857020091123009
2025-04-11,0.06538466043297486,-0.017142906806677072,0.02123478734687345
2025-04-14,0.010830310357249351,-0.017441911876506233,-0.018429268174031566
2025-04-15,-0.010714271471956138,0.007889578868311542,0.008906268083179958
2025-04-16,-0.01444047488605893,-0.011741691479669969,0.02954186953202842
2025-04-17,-0.018314932508619486,-0.0059405584340817,-0.005380913232397977
2025-04-18,0.01865662737992113,-0.0019920198550447132,0.0
2025-04-21,-0.014651964598281997,-0.003992072434542804,0.03143272812609221
2025-04-22,-0.033457298169093375,-0.012023976094791555,0.0025079676478494406
2025-04-23,0.05384611630585434,0.008113541087271914,-0.03781578532630714
2025-04-24,-0.029196981589921345,-0.00201206033759882,0.013962368878266851
2025-04-25,0.0375939971567949,0.006048350659265678,-0.014885983690351101
2025-04-28,-0.02173919239874411,0.0,0.014959609313824451
2025-04-29,0.01481476399070858,0.010020060999486269,-0.007311235648402525
2025-04-30,-0.014598490794960672,0.007936540365104383,-0.013083879208146465
2025-05-02,-0.03703705096144971,-0.005905555622677805,-0.019688058485120452
2025-05-05,-0.003846116305854297,-0.007920744578775674,-0.06960745885873798
2025-05-06,-0.011582996072406426,0.0139720520272677,0.05911578696479047
2025-05-07,-0.0039062116646290113,0.003936984090546325,0.004865037507239656
2025-05-08,0.011764689491055913,-0.0019607725150760924,-0.02898241022120185
2025-05-09,0.027131811157920183,0.01964640563324105,0.011769642522029056
2025-05-12,-0.007547286895346561,0.013487471867710266,-0.030640414675825678
2025-05-13,0.030418340471125127,0.0019011291548001186,0.0073605105192693365
2025-05-14,0.0036900006180435874,0.005692565162803698,-0.020929980170115714
2025-05-15,0.0073528691443998095,-0.0018867810965942367,0.006590510413164941
2025-05-16,-0.0036495995443209805,0.007561467407549705,-0.012016006383268829
2025-05-19,-0.04029301884144054,0.01313320441748278,0.014026008355325192
2025-05-20,0.0038167565540843107,0.0055555219061194094,0.015935620614668355
2025-05-21,0.019011511040162077,0.01104973156300848,0.004684359687422868
2025-05-22,-0.011194014304430677,-0.0072860041069229275,-0.004315244977059596
2025-05-23,-0.007547286895346561,-0.001834851373704649,0.021656607165408293
2025-05-26,-0.02661590317510798,0.011029419678582064,-0.004389766694815389
2025-05-27,0.0,-0.009090927778861113,-0.017543122109792142
2025-05-28,0.0,-0.012844033706438274,-0.0021601813497796885
2025-05-29,-0.015625044918212372,0.005576249751382045,0.003775650690884147
2025-06-02,0.0,-0.012938998261375234,0.020799021315104138
2025-06-03,0.011904847023063159,-0.001872647847683706,-0.00676170937729792
2025-06-04,0.0,0.005628483710958365,0.006151670009471033
2025-06-05,-0.02352947850070075,0.014925358517174692,-0.006649115152232987
2025-06-06,0.02811248049697812,0.011029419678582064,-0.008356462950437349
2025-06-09,0.0039062116646291223,0.005454512617144136,0.0017741793394909777
2025-06-10,0.038910520436875595,0.00723330276528289,-0.004190847008067933
2025-06-11,-0.014981316837429204,0.0035906426677669856,-0.0026032510006415155
2025-06-12,-0.02281365886192621,0.0017889702751818781,0.008303982885763839
2025-06-13,-0.02723738405463949,-0.0017857755757586524,0.014877710160320134
2025-06-16,0.004000062529526449,0.0017889702751818781,-0.027582416258054576
2025-06-17,0.01593630090007303,0.012499996394703228,0.019188382113658475
2025-06-18,0.007843059981644807,0.007054631017017643,-0.002613629793856931
2025-06-19,-0.015564247672403275,0.0017513029580860096,0.001001978324495223
2025-06-20,-0.011857692444261825,-0.00524472377399865,-0.006401543117381503
2025-06-23,0.004000062529526449,-0.012302281467309384,0.006329700742157218
2025-06-24,0.01195217512278135,0.008896815307126493,-0.024994994978512097
2025-06-25,0.019685046450343302,0.00881828877127222,-0.0010320670770771478
2025-06-26,-0.0038609660302596494,0.0,-0.015931631257050882
2025-06-27,-0.0038760292290729303,0.010489518141223897,-0.017939117692552853
2025-06-30,-0.02723738405463949,0.005190350095736651,0.019857606561005214
2025-07-01,0.020000109629689122,0.005163479966573403,0.013509296366216228
2025-07-02,0.015686219481878316,0.0,-0.005464257839414732
2025-07-03,1.9596325495641054e-07,0.0034246369335166893,-0.0066503059695057765
2025-07-04,0.015747996006661547,0.008532440964013066,0.0002701111530112321
2025-07-07,-0.007751920785752819,0.001692037203911534,0.005138209192103282
2025-07-08,-0.0078124825314769275,-0.005067537150343693,-0.006237888148998172
2025-07-09,0.0669290810099199,-0.0016977826266483254,0.0047798212115246486
2025-07-10,0.033210350741454064,0.00850334997309421,0.003034154984781212
2025-07-11,0.01428568254167173,0.005059059701003621,0.011635648035372315
2025-07-14,-0.024647833325694757,0.0,0.0021800145606736265
2025-07-15,0.007220200388817322,-0.001677909982426229,-0.0050527757091558545
2025-07-16,0.010752664193038663,0.0016807300962324856,0.007259136522655307
2025-07-17,-0.01418436586775107,0.003355684463763664,-0.0036241159265636425
2025-07-18,0.014388457006199395,-0.0033444615062474536,0.0038621304651325072
2025-07-21,0.01063827440081333,-0.00335575221430795,0.012182278263816348
2025-07-22,0.0035087642698274912,-0.0016834916125885169,0.013218483662638558
2025-07-23,0.0,0.0,-0.018645617481754084
2025-07-24,0.0,0.003372661071803451,-0.0014788381358831204
2025-07-25,0.0,0.0016807300962324856,-0.010975971521803629
2025-07-28,-0.02097897533987525,-0.005033594446189782,0.0015142805504642087
2025-07-29,-0.028571453966662497,0.005059059701003621,0.005421997214268837
2025-07-30,0.014705941557229485,0.0,-0.0036785531505767466
2025-07-31,-0.007246450647661162,-0.006711436678071614,0.0018240515097407428
2025-08-04,-0.02919701664490082,0.0202702850180152,0.02390649757452401
2025-08-05,0.007518780109223577,0.009933781918218587,0.004010167487929817
2025-08-06,-0.014925432733078225,0.008196738131672543,-0.0013196505687846916
2025-08-07,0.02651518829480959,-0.024096410855879546,0.00242107063489283
2025-08-08,-0.003690028767365461,-0.00529099176408887,0.011410772070393316
2025-08-11,0.003703695510344218,0.0,-0.020430544292337705
2025-08-12,0.00369002876736535,0.010638270529935934,-0.003583769542537807
2025-08-13,0.007352925029846524,0.010526289019668233,0.004994083745709199
2025-08-14,0.014598599152123137,0.02083334713070517,-0.0023765800194932574
2025-08-15,-0.014388546528965152,-0.010204055814730828,0.00023988031897270723
2025-08-18,0.029197107474573603,0.001718186818045142,-0.00307861371075957
2025-08-19,-0.01418436586775107,0.0034305448637521607,-0.002770064123153726
2025-08-20,-0.025179889283614698,-0.00341881646050346,0.014845584059197892
2025-08-21,0.007380057534730922,0.0,0.005831349438170763
2025-08-22,0.0,-0.013722114022807652,0.011237975695243652
2025-08-25,0.03296705200093686,-0.008695652173912993,-0.0025367810090685117
2025-08-26,-0.007092182933875479,-0.010526289019668345,0.0077716686271402935
2025-08-27,0.0,0.0,0.005655844632670215
2025-08-28,-0.010714261906253908,0.0035460450856623638,0.005279193848295227
2025-08-29,-0.010830390429177994,0.0017668249384155121,0.012209307578411543
2025-09-01,-0.007299254161225233,0.00529099176408887,0.004345278094232574
2025-09-02,0.0,0.00877192982456143,0.025752657215521557
2025-09-03,0.02573532910199927,0.006956548276154884,0.011615731795074025
2025-09-04,-0.007168442795359109,0.013816912193050257,-0.008529932975813392
2025-09-05,0.03610109179003862,-0.005110719474640146,0.01329292211977151
2025-09-08,-0.0034843994171682713,0.00684927569743965,-0.005013190044235505
2025-09-09,0.05594410827694318,0.011904775034389026,0.0021061500436891922
2025-09-10,-0.013245086050412969,0.008403361344537785,-0.0037003391119991846
2025-09-11,-0.006711394822967565,-0.009999974568684844,-8.262890009635981e-05
2025-09-12,0.003378370993076807,0.0067339680287277215,0.00343699313581447
2025-09-15,0.0,-0.010033419427692092,0.005793225612084063
2025-09-16,0.03367004410923169,0.0,-0.003054496165608933
2025-09-17,-0.016286609303127197,-0.00675678244466027,-0.0006225558395267505
2025-09-18,0.0,0.006802747127023556,-0.009555447079227952
2025-09-19,-0.0463575951555083,0.0033783912223301904,0.007629620770278844
2025-09-22,-0.024305587360831882,0.003366951904118398,0.022475147938324724
2025-09-23,-0.02135235445650585,0.0,0.012549549189193598
2025-09-24,-0.03272720164412035,0.001677890794943293,-0.00989070176745932
2025-09-25,0.011278170163835366,-0.00837520927320301,0.007795580741841945
2025-09-26,-0.026022339569937714,-0.0084459458370989,0.010275936601965352
2025-09-30,0.003816785554329627,0.017035774906349888,0.01337495453869697
2025-10-01,-0.022813638559880944,0.0016750162955303516,0.007113743472390022
2025-10-02,-0.003891041917234661,-0.013377913833897748,-0.006640308783186444
2025-10-03,0.031249930125907488,-0.0016948893918828922,0.010703986816393396
2025-10-07,0.003787964845137104,-0.015280161333840914,0.027137682884307956
2025-10-08,0.007547152800402079,0.008620689655172376,0.01638354877085213
2025-10-09,0.007490619947091659,-0.010256384173010114,-0.022126213461155175
2025-10-13,-0.022304875705368432,0.003454178635086791,0.044793515677213236
2025-10-14,-0.0076045461866269815,0.010327062040898616,0.007093114931894018
2025-10-15,0.007662818443399555,-0.0017036164824293376,0.006792627089775571
2025-10-16,0.01140691390857329,0.0034129823915913793,0.024801632620652603
2025-10-17,0.0,-0.010204055814730828,-0.021097212477968474
2025-10-20,0.007518780109223577,-0.006872878361431578,0.03447139541463695
2025-10-21,0.0,0.003460220857774976,-0.054887055226112924
2025-10-22,-0.007462669934954924,0.006896578032394851,-0.008406056946930862
2025-10-23,-0.026315823943668604,-0.0051370384232759525,0.021044443371149413
2025-10-27,0.030888058713342437,-0.001721144178095546,-0.0281223892406256
2025-10-28,-0.014981333105152927,-0.013793090294147325,-0.016384347839055735
2025-10-29,-0.011406819279940472,0.0017482250487290685,0.002508545824200459
2025-10-30,0.007692290757142395,0.0,0.008433283676873904
2025-10-31,0.0,-0.0034904147574594813,-0.0026476887913465808
2025-11-03,-0.007633571108659365,-0.0035025736179805644,0.006215633850032987
2025-11-04,0.011538436135713592,0.0017574423803066175,-0.009260221587938489
2025-11-05,0.01140691390857329,0.005263144509834117,0.00877680925463764
2025-11-06,-0.030075213998280392,0.0,-0.0009445931335829716
2025-11-07,-0.02325585881977532,-0.006980762940794749,0.007693797562498883
2025-11-10,-0.007936490692829756,-0.001757509422436132,0.027705972596694606
2025-11-11,-0.007999982479319656,0.0017606037000279517,-0.0012160125097286922
2025-11-12,0.004032249162310597,-0.001757509422436132,0.02368281916699
2025-11-13,0.0,-0.003521140239892029,-0.0009526515613300646
2025-11-14,-0.012048166278547545,-0.00883392249963777,-0.0218059438981566
2025-11-17,0.0,0.003565076085193075,-0.022961250312139914
2025-11-18,-0.048780480402341064,-0.010657166647457639,0.01855236731909704
2025-11-19,-0.008546989457450915,0.0,0.0017257179365377517
2025-11-20,0.021551675587665464,0.016157947914795523,-0.0026466949465918654
2025-11-21,-0.03375530483408551,0.0,0.010429474258034421
2025-11-24,0.004366802735519704,0.012367504978988864,0.0032962885026941446
2025-11-25,0.03043482495009009,-0.015706766547381346,0.014383840779942147
2025-11-26,0.09704640951439458,-0.003546112722136785,0.0050646219258518865
2025-11-27,0.030769258749069106,-0.008896797032246995,-0.0044348084794223475
2025-11-28,0.04104477750542035,-0.008976660559270266,0.014880901907726729
2025-12-01,0.03584230317869164,-0.007246404354172786,0.006974502555415318
2025-12-02,-0.020761285305668453,0.010948947028681433,-0.011830062285342002
2025-12-03,-0.010600683407837042,-0.005415217391603777,0.003225121176172463
2025-12-04,0.0035714206354180433,0.007259556024611813,0.0001882935832147048
2025-12-05,0.014234843926331342,0.007207234700520759,0.001867907261817292
2025-12-08,0.010526380133448532,0.003577762840482279,-0.008983853358636051
2025-12-09,-0.01388894409804775,-0.0035650080870224254,0.0011458382516080778
2025-12-10,0.02816904000366649,0.0,-0.0028870836713188464
2025-12-11,-0.04452053451847027,0.008944543584109343,0.0188065641545061
2025-12-12,0.007168442795359109,0.005319135264967967,0.006735722645086151
2025-12-15,0.010676132944748451,0.00529099176408887,0.006031847401775758
2025-12-16,0.0,0.014035074334395548,-0.0002364868883286686
2025-12-17,0.003521119046527854,0.01211074000310064,0.014512628349994117
2025-12-18,-0.0035087642698276023,0.005128192086505168,0.0033331806349774507
2025-12-19,-0.007042238093055708,0.018707522161412582,0.001297427054535838
2025-12-22,-0.007092182933875479,0.00500833438094217,0.01874669500750703
2025-12-23,-0.007142841270835865,-0.014950191270312496,0.00950063372090959
2025-12-24,-0.007194228503099698,-0.011804397503296649,-0.0018442002738249252
2025-12-26,0.0036231802380906064,0.0068259647831825365,0.013414939821801974
2025-12-29,0.025270701360860626,0.0,-0.05079539007791045
2025-12-30,0.0,0.008474576271186418,0.008401649919544285
2025-12-31,0.007042238093055708,-0.01176471870486473,-0.012527956732758638
2026-01-02,0.02797205413847159,0.0051020279073654695,-0.0006771046604648889
2026-01-05,0.037414968289817274,0.010152323253969087,0.030206756510617883
2026-01-06,-0.007352941176470562,0.0067001290798969215,0.013943577983022593
2026-01-07,0.0033670033670034627,-0.009983335929358628,-0.006788312006919206
2026-01-08,-0.030201342281879207,-0.003361357360326944,-0.0012755318478797628
2026-01-09,-0.01730103806228378,0.001686379259780102,0.01219487743166714
2026-01-12,0.01760563380281699,-0.01010104837382797,0.02696459171857235
2026-01-13,0.02768166089965396,0.0,-0.004017672321774857
2026-01-14,0.010101010101010166,0.0,0.009584874714468006
2026-01-15,-0.00666666666666671,0.013605429378242606,-0.0055132340273993385
2026-01-16,0.010067114093959662,0.0,-0.004356230347564938
2026-01-19,-0.013289036544850474,-0.0016778267899539845,0.0013876592712758207
2026-01-20,0.0,-0.010084007968421793,0.03537526163719695
2026-01-21,-0.013468013468013518,-0.006791197207408506,0.019458571645242895
2026-01-22,0.013651877133105783,-0.0017093756260015969,0.014579645865800073
2026-01-23,0.09764309764309775,0.0,0.011936317880087532
2026-01-26,0.08588957055214719,-0.0051370384232759525,0.013908362959529574
2026-01-27,0.0028248587570620654,0.0,0.0022612211279851024
2026-01-28,0.0028169014084507005,0.0,0.03268189539439681
2026-01-29,0.0,0.003442354013632798,0.0083055294974419
2026-01-30,-0.011235955056179803,-0.012006874307032067,-0.11105142364212994
2026-02-02,-0.03125,-0.005208320225830065,-0.012469882546766953
2026-02-03,0.05278592375366564,0.010471244272378444,0.06063477054215749
2026-02-04,0.0027855153203342198,-0.0017271552017776859,0.0032815872095353082
2026-02-05,-0.01666666666666672,0.010380662573324928,-0.009365427816755867
2026-02-06,-0.03389830508474578,-0.0017123679144775972,0.0182050530268556
2026-02-09,0.07017543859649122,-0.005145784579527746,0.017757703483303855
2026-02-10,0.008196721311475308,0.008620689655172376,-0.009758118748542488
2026-02-11,0.005420054200542035,0.00683763292100692,0.010900420080672157
2026-02-23,-0.03234501347708896,0.01528009656818452,0.027297190372530755
2026-02-24,0.01671309192200554,0.003344494406205767,-0.01179092728851483
2026-02-25,0.024657534246575352,-0.0033333460489909372,0.00796067495200714
2026-02-26,0.04010695187165769,0.0,-0.00916514042619454
2026-03-02,-0.023136246786632397,-0.010033419427692092,0.02623984803287871
2026-03-03,-0.044736842105263186,0.0033783912223301904,-0.030400861877961427
2026-03-04,-0.052341597796143224,-0.037037048929720595,0.008832470155291094
2026-03-05,0.03197674418604657,0.01573422551009407,-0.01396441868349474
2026-03-06,-0.005633802816901401,0.012048206218994162,0.024813600476020214
2026-03-09,-0.056657223796033995,-0.010204055814730828,-0.013822578536445418
2026-03-10,0.024024024024023927,-0.003436439180715789,0.027133644685367386
2026-03-11,0.035190615835777095,0.005172400638974839,-0.012785881033843927
2026-03-12,0.011331444759206777,-0.010291569159055491,-0.008814108174976076
2026-03-13,-0.036414565826330514,0.001733075785075533,-0.00975622623865291
2026-03-16,-0.005813953488372103,-0.0017300774297757116,-0.0032949963836599316
2026-03-17,0.011695906432748648,0.00866551115058467,-0.005388932141721092
2026-03-18,0.0,-0.00515462599876082,-0.024052062369395277
2026-03-19,-0.028901734104046284,-0.012089822875506862,-0.05482820230446861
2026-03-20,0.011904761904761862,0.005244741836698097,-0.013691349814847764
2026-03-23,-0.044117647058823484,-0.02260868238366165,-0.029732241737624454
2026-03-24,-0.003076923076923088,0.016014193931739973,-0.00607183863432692
2026-03-25,0.0,0.00525399404158966,0.036280902718477614
2026-03-26,-0.01851851851851849,-0.0017422001073166271,-0.03800511362765646
2026-03-27,-0.0031446540880503138,-0.006980762940794749,0.026435882852215986
2026-03-30,-0.04731861198738174,-0.010544855408228249,0.011008604111607534
2026-03-31,-0.013245033112582738,0.001776239612318431,0.023626674065820197
2026-04-01,-0.016778523489932917,0.008865247987104752,0.03124189396638566
2026-04-02,0.0,-0.001757509422436132,-0.02947562203615539
2026-04-07,0.0034129692832765013,0.007042280479784058,-0.00017857838289725425
2026-04-08,0.0748299319727892,0.006992966885427165,0.014289652737151659
2026-04-09,-0.0031645569620253333,0.01041670667904504,0.009162219714557995
2026-04-10,0.0,-0.017182130358953218,-0.0063228353853806984
2026-04-13,0.02857142857142847,-0.005244741836697986,-0.006750697986069976
2026-04-14,0.06172839506172845,0.005272394183049478,0.013423767492190652
2026-04-15,0.04069767441860472,0.008741258624666903,-0.0029718411164793013
2026-04-16,0.05865921787709505,-0.0017331418976789248,-0.003956972471871767
2026-04-17,0.0158311345646438,0.0,0.015087599111024863
2026-04-20,-0.012987012987012991,0.00347223555968168,-0.014857354207197582
2026-04-21,0.10000000000000009,-0.003460220857774976,-0.020550744656780195
2026-04-22,0.09808612440191378,-0.005208320225830065,0.006771501903974242
2026-04-23,-0.034858387799564294,-0.017452007213173193,-0.003792893634391503
2026-04-24,0.09932279909706554,0.005328583323728875,0.0036555454027040746
2026-04-27,0.0,0.0017668249384155121,-0.012264687115822515
2026-04-28,0.07392197125256672,-0.0017637087737699675,-0.01615602971098573
2026-04-29,-0.015296367112810683,0.008833922499637659,-0.006518479872944627
2026-04-30,0.013592233009708687,0.010507921275869858,0.013444994050499925
2026-05-04,0.09961685823754785,-0.02079723998392402,-0.021095096699570992
2026-05-05,0.0993031358885017,0.005309721009921109,0.011013170322605959
